date,ticker,value,country,desc
12/31/1978,WBEGNOR Index,35.98,Norway,World Bank Export Good/Service % of GDP
12/31/2003,WBEGNOR Index,39.63,Norway,World Bank Export Good/Service % of GDP
12/31/1989,WBEGNOR Index,37.32,Norway,World Bank Export Good/Service % of GDP
12/31/1974,WBEGNOR Index,39.86,Norway,World Bank Export Good/Service % of GDP
12/31/1999,WBEGNOR Index,38.6,Norway,World Bank Export Good/Service % of GDP
12/31/2012,WDTLRUSS Index,636421,Russia,World Bank Total Gross External Debt USD
12/31/2013,WDTLRUSS Index,728864,Russia,World Bank Total Gross External Debt USD
12/31/2008,WDTLRUSS Index,480541,Russia,World Bank Total Gross External Debt USD
12/31/2009,WDTLRUSS Index,467245,Russia,World Bank Total Gross External Debt USD
12/31/2019,WDTLRUSS Index,479847,Russia,World Bank Total Gross External Debt USD
12/31/2004,WDTLRUSS Index,214503,Russia,World Bank Total Gross External Debt USD
12/31/2005,WDTLRUSS Index,257402,Russia,World Bank Total Gross External Debt USD
12/31/2015,WDTLRUSS Index,518418,Russia,World Bank Total Gross External Debt USD
12/31/2018,WDTLRUSS Index,454680,Russia,World Bank Total Gross External Debt USD
12/31/2011,WDTLRUSS Index,540555,Russia,World Bank Total Gross External Debt USD
12/31/2014,WDTLRUSS Index,599041,Russia,World Bank Total Gross External Debt USD
12/31/2007,WDTLRUSS Index,463537,Russia,World Bank Total Gross External Debt USD
12/31/2010,WDTLRUSS Index,488940,Russia,World Bank Total Gross External Debt USD
12/31/2003,WDTLRUSS Index,185741,Russia,World Bank Total Gross External Debt USD
12/31/2006,WDTLRUSS Index,310551,Russia,World Bank Total Gross External Debt USD
12/31/2016,WDTLRUSS Index,514132,Russia,World Bank Total Gross External Debt USD
12/31/2017,WDTLRUSS Index,518103,Russia,World Bank Total Gross External Debt USD
12/31/2004,WBIGTHA Index,65.84,Thailand,World Bank Import Good/Service % of GDP
12/31/2005,WBIGTHA Index,75.18,Thailand,World Bank Import Good/Service % of GDP
12/31/2001,WBIGTHA Index,59.37,Thailand,World Bank Import Good/Service % of GDP
12/31/2002,WBIGTHA Index,57.5,Thailand,World Bank Import Good/Service % of GDP
12/31/2003,WBIGTHA Index,58.78,Thailand,World Bank Import Good/Service % of GDP
12/31/2012,HELDPHLD Index,51854.6,Philippines,World Bank Total Long Term Debt
12/31/2013,HELDPHLD Index,47294.2,Philippines,World Bank Total Long Term Debt
12/31/2008,HELDPHLD Index,0,Philippines,World Bank Total Long Term Debt
12/31/2009,HELDPHLD Index,0,Philippines,World Bank Total Long Term Debt
12/31/2019,HELDPHLD Index,65676.4,Philippines,World Bank Total Long Term Debt
12/31/2004,HELDPHLD Index,0,Philippines,World Bank Total Long Term Debt
12/31/2005,HELDPHLD Index,0,Philippines,World Bank Total Long Term Debt
12/31/2015,HELDPHLD Index,62375.1,Philippines,World Bank Total Long Term Debt
12/31/2001,HELDPHLD Index,0,Philippines,World Bank Total Long Term Debt
12/31/2018,HELDPHLD Index,62891.8,Philippines,World Bank Total Long Term Debt
12/31/2011,HELDPHLD Index,53428.6,Philippines,World Bank Total Long Term Debt
12/31/2014,HELDPHLD Index,61425.6,Philippines,World Bank Total Long Term Debt
12/31/2007,HELDPHLD Index,0,Philippines,World Bank Total Long Term Debt
12/31/2010,HELDPHLD Index,53752.6,Philippines,World Bank Total Long Term Debt
12/31/2003,HELDPHLD Index,0,Philippines,World Bank Total Long Term Debt
12/31/2006,HELDPHLD Index,0,Philippines,World Bank Total Long Term Debt
12/31/2016,HELDPHLD Index,60236.7,Philippines,World Bank Total Long Term Debt
12/31/2017,HELDPHLD Index,58823.2,Philippines,World Bank Total Long Term Debt
12/31/2002,HELDPHLD Index,0,Philippines,World Bank Total Long Term Debt
12/31/1981,WBEGCHN Index,7.45,China,World Bank Export Good/Service % of GDP
12/31/1991,WBEGCHN Index,14.49,China,World Bank Export Good/Service % of GDP
12/31/1994,WBEGCHN Index,18.54,China,World Bank Export Good/Service % of GDP
12/31/2005,WBEGCHN Index,33.83,China,World Bank Export Good/Service % of GDP
12/31/1990,WBEGCHN Index,13.61,China,World Bank Export Good/Service % of GDP
12/31/2010,WBEGCHN Index,27.19,China,World Bank Export Good/Service % of GDP
12/31/2006,WBEGCHN Index,36.04,China,World Bank Export Good/Service % of GDP
12/31/1984,WBEGCHN Index,9.53,China,World Bank Export Good/Service % of GDP
12/31/1970,WBEGCHN Index,2.49,China,World Bank Export Good/Service % of GDP
12/31/1995,WBEGCHN Index,17.95,China,World Bank Export Good/Service % of GDP
12/31/1980,WBEGCHN Index,5.91,China,World Bank Export Good/Service % of GDP
12/31/1977,WBEGCHN Index,4.3,China,World Bank Export Good/Service % of GDP
12/31/1983,WBEGCHN Index,9.52,China,World Bank Export Good/Service % of GDP
12/31/2000,WBEGCHN Index,20.89,China,World Bank Export Good/Service % of GDP
12/31/1969,WBEGCHN Index,3.05,China,World Bank Export Good/Service % of GDP
12/31/1986,WBEGCHN Index,8.71,China,World Bank Export Good/Service % of GDP
12/31/1996,WBEGCHN Index,17.92,China,World Bank Export Good/Service % of GDP
12/31/1982,WBEGCHN Index,11.02,China,World Bank Export Good/Service % of GDP
12/31/1975,WBEGCHN Index,4.7,China,World Bank Export Good/Service % of GDP
12/31/2016,WBEGCHN Index,19.75,China,World Bank Export Good/Service % of GDP
12/31/2002,WBEGCHN Index,22.64,China,World Bank Export Good/Service % of GDP
12/31/1993,WBEGCHN Index,16.7,China,World Bank Export Good/Service % of GDP
12/31/1998,WBEGCHN Index,18.34,China,World Bank Export Good/Service % of GDP
12/31/1976,WBEGCHN Index,4.51,China,World Bank Export Good/Service % of GDP
12/31/2009,WBEGCHN Index,24.75,China,World Bank Export Good/Service % of GDP
12/31/2013,WBEGCHN Index,24.6,China,World Bank Export Good/Service % of GDP
12/31/1972,WBEGCHN Index,3.25,China,World Bank Export Good/Service % of GDP
12/31/2015,WBEGCHN Index,21.44,China,World Bank Export Good/Service % of GDP
12/31/2001,WBEGCHN Index,20.31,China,World Bank Export Good/Service % of GDP
12/31/2018,WBEGCHN Index,19.51,China,World Bank Export Good/Service % of GDP
12/31/1979,WBEGCHN Index,5.16,China,World Bank Export Good/Service % of GDP
12/31/2012,WBEGCHN Index,25.49,China,World Bank Export Good/Service % of GDP
12/31/1997,WBEGCHN Index,19.49,China,World Bank Export Good/Service % of GDP
12/31/2007,WBEGCHN Index,35.43,China,World Bank Export Good/Service % of GDP
12/31/1992,WBEGCHN Index,15.66,China,World Bank Export Good/Service % of GDP
12/31/1971,WBEGCHN Index,2.79,China,World Bank Export Good/Service % of GDP
12/31/1988,WBEGCHN Index,14.38,China,World Bank Export Good/Service % of GDP
12/31/2017,WBEGCHN Index,19.96,China,World Bank Export Good/Service % of GDP
12/31/2008,WBEGCHN Index,32.6,China,World Bank Export Good/Service % of GDP
12/31/2004,WBEGCHN Index,31.06,China,World Bank Export Good/Service % of GDP
12/31/1973,WBEGCHN Index,4.24,China,World Bank Export Good/Service % of GDP
12/31/1987,WBEGCHN Index,12.48,China,World Bank Export Good/Service % of GDP
12/31/2014,WBEGCHN Index,23.59,China,World Bank Export Good/Service % of GDP
12/31/2011,WBEGCHN Index,26.57,China,World Bank Export Good/Service % of GDP
12/31/1985,WBEGCHN Index,8.34,China,World Bank Export Good/Service % of GDP
12/31/1978,WBEGCHN Index,4.56,China,World Bank Export Good/Service % of GDP
12/31/2003,WBEGCHN Index,26.98,China,World Bank Export Good/Service % of GDP
12/31/1989,WBEGCHN Index,11.84,China,World Bank Export Good/Service % of GDP
12/31/1974,WBEGCHN Index,4.93,China,World Bank Export Good/Service % of GDP
12/31/1999,WBEGCHN Index,18.16,China,World Bank Export Good/Service % of GDP
12/31/2012,BLTLWNZL Index,1.4,New Zealand,World Bank Bank NonPerforming Loans to Total Gross Loans %
12/31/2013,BLTLWNZL Index,1,New Zealand,World Bank Bank NonPerforming Loans to Total Gross Loans %
12/31/2008,BLTLWNZL Index,0.9,New Zealand,World Bank Bank NonPerforming Loans to Total Gross Loans %
12/31/2009,BLTLWNZL Index,1.7,New Zealand,World Bank Bank NonPerforming Loans to Total Gross Loans %
12/31/2015,BLTLWNZL Index,0.5,New Zealand,World Bank Bank NonPerforming Loans to Total Gross Loans %
12/31/2011,BLTLWNZL Index,1.7,New Zealand,World Bank Bank NonPerforming Loans to Total Gross Loans %
12/31/2014,BLTLWNZL Index,0.8,New Zealand,World Bank Bank NonPerforming Loans to Total Gross Loans %
12/31/2007,BLTLWNZL Index,0.3,New Zealand,World Bank Bank NonPerforming Loans to Total Gross Loans %
12/31/2010,BLTLWNZL Index,2.1,New Zealand,World Bank Bank NonPerforming Loans to Total Gross Loans %
12/31/2016,BLTLWNZL Index,0.5,New Zealand,World Bank Bank NonPerforming Loans to Total Gross Loans %
12/31/2008,WDBTSWIT Index,1583203,Switzerland,World Bank Gross External Debt Position
12/31/2004,WDBTSWIT Index,907109.625,Switzerland,World Bank Gross External Debt Position
12/31/2005,WDBTSWIT Index,957859.063,Switzerland,World Bank Gross External Debt Position
12/31/2000,WDBTSWIT Index,620458.438,Switzerland,World Bank Gross External Debt Position
12/31/2001,WDBTSWIT Index,599022.938,Switzerland,World Bank Gross External Debt Position
12/31/2007,WDBTSWIT Index,1525306,Switzerland,World Bank Gross External Debt Position
12/31/2003,WDBTSWIT Index,807631.063,Switzerland,World Bank Gross External Debt Position
12/31/2006,WDBTSWIT Index,1100199,Switzerland,World Bank Gross External Debt Position
12/31/1999,WDBTSWIT Index,528516.75,Switzerland,World Bank Gross External Debt Position
12/31/2002,WDBTSWIT Index,722129.313,Switzerland,World Bank Gross External Debt Position
12/31/2008,WDBTITAL Index,2727021,Italy,World Bank Gross External Debt Position
12/31/2004,WDBTITAL Index,1653505,Italy,World Bank Gross External Debt Position
12/31/2005,WDBTITAL Index,1685108.25,Italy,World Bank Gross External Debt Position
12/31/2007,WDBTITAL Index,2499876,Italy,World Bank Gross External Debt Position
12/31/2003,WDBTITAL Index,1449276.125,Italy,World Bank Gross External Debt Position
12/31/2006,WDBTITAL Index,2086253,Italy,World Bank Gross External Debt Position
12/31/2002,WDBTITAL Index,1116956.75,Italy,World Bank Gross External Debt Position
12/31/1981,WBEGAUT Index,33,Austria,World Bank Export Good/Service % of GDP
12/31/1991,WBEGAUT Index,34.59,Austria,World Bank Export Good/Service % of GDP
12/31/1994,WBEGAUT Index,32.16,Austria,World Bank Export Good/Service % of GDP
12/31/2005,WBEGAUT Index,48.62,Austria,World Bank Export Good/Service % of GDP
12/31/1990,WBEGAUT Index,35.7,Austria,World Bank Export Good/Service % of GDP
12/31/2010,WBEGAUT Index,51.26,Austria,World Bank Export Good/Service % of GDP
12/31/2006,WBEGAUT Index,50.84,Austria,World Bank Export Good/Service % of GDP
12/31/1984,WBEGAUT Index,32.75,Austria,World Bank Export Good/Service % of GDP
12/31/1970,WBEGAUT Index,27.39,Austria,World Bank Export Good/Service % of GDP
12/31/1995,WBEGAUT Index,33.53,Austria,World Bank Export Good/Service % of GDP
12/31/1980,WBEGAUT Index,31.69,Austria,World Bank Export Good/Service % of GDP
12/31/1977,WBEGAUT Index,27.95,Austria,World Bank Export Good/Service % of GDP
12/31/1983,WBEGAUT Index,30.48,Austria,World Bank Export Good/Service % of GDP
12/31/2000,WBEGAUT Index,43.35,Austria,World Bank Export Good/Service % of GDP
12/31/1969,WBEGAUT Index,26.85,Austria,World Bank Export Good/Service % of GDP
12/31/1986,WBEGAUT Index,32,Austria,World Bank Export Good/Service % of GDP
12/31/1996,WBEGAUT Index,34.25,Austria,World Bank Export Good/Service % of GDP
12/31/1982,WBEGAUT Index,31.74,Austria,World Bank Export Good/Service % of GDP
12/31/1975,WBEGAUT Index,28.09,Austria,World Bank Export Good/Service % of GDP
12/31/2016,WBEGAUT Index,52.45,Austria,World Bank Export Good/Service % of GDP
12/31/2002,WBEGAUT Index,45.32,Austria,World Bank Export Good/Service % of GDP
12/31/1993,WBEGAUT Index,31.46,Austria,World Bank Export Good/Service % of GDP
12/31/1998,WBEGAUT Index,38.35,Austria,World Bank Export Good/Service % of GDP
12/31/1976,WBEGAUT Index,28.75,Austria,World Bank Export Good/Service % of GDP
12/31/2009,WBEGAUT Index,45.21,Austria,World Bank Export Good/Service % of GDP
12/31/2013,WBEGAUT Index,53.44,Austria,World Bank Export Good/Service % of GDP
12/31/1972,WBEGAUT Index,26.93,Austria,World Bank Export Good/Service % of GDP
12/31/2015,WBEGAUT Index,53.09,Austria,World Bank Export Good/Service % of GDP
12/31/2001,WBEGAUT Index,44.62,Austria,World Bank Export Good/Service % of GDP
12/31/2018,WBEGAUT Index,55.76,Austria,World Bank Export Good/Service % of GDP
12/31/1979,WBEGAUT Index,30.88,Austria,World Bank Export Good/Service % of GDP
12/31/2012,WBEGAUT Index,53.97,Austria,World Bank Export Good/Service % of GDP
12/31/1997,WBEGAUT Index,37.03,Austria,World Bank Export Good/Service % of GDP
12/31/2007,WBEGAUT Index,52.56,Austria,World Bank Export Good/Service % of GDP
12/31/1992,WBEGAUT Index,33.16,Austria,World Bank Export Good/Service % of GDP
12/31/1971,WBEGAUT Index,27.04,Austria,World Bank Export Good/Service % of GDP
12/31/1988,WBEGAUT Index,33.07,Austria,World Bank Export Good/Service % of GDP
12/31/2017,WBEGAUT Index,54.04,Austria,World Bank Export Good/Service % of GDP
12/31/2008,WBEGAUT Index,53.25,Austria,World Bank Export Good/Service % of GDP
12/31/2004,WBEGAUT Index,46.87,Austria,World Bank Export Good/Service % of GDP
12/31/1973,WBEGAUT Index,26.92,Austria,World Bank Export Good/Service % of GDP
12/31/1987,WBEGAUT Index,31.41,Austria,World Bank Export Good/Service % of GDP
12/31/2014,WBEGAUT Index,53.39,Austria,World Bank Export Good/Service % of GDP
12/31/2011,WBEGAUT Index,53.95,Austria,World Bank Export Good/Service % of GDP
12/31/1985,WBEGAUT Index,34.92,Austria,World Bank Export Good/Service % of GDP
12/31/1978,WBEGAUT Index,29.12,Austria,World Bank Export Good/Service % of GDP
12/31/2003,WBEGAUT Index,44.57,Austria,World Bank Export Good/Service % of GDP
12/31/1989,WBEGAUT Index,35.02,Austria,World Bank Export Good/Service % of GDP
12/31/1974,WBEGAUT Index,29.11,Austria,World Bank Export Good/Service % of GDP
12/31/1999,WBEGAUT Index,39.36,Austria,World Bank Export Good/Service % of GDP
12/31/1981,WBEGHKG Index,90.53,Hong Kong,World Bank Export Good/Service % of GDP
12/31/1991,WBEGHKG Index,119.33,Hong Kong,World Bank Export Good/Service % of GDP
12/31/1994,WBEGHKG Index,119.29,Hong Kong,World Bank Export Good/Service % of GDP
12/31/2005,WBEGHKG Index,177.45,Hong Kong,World Bank Export Good/Service % of GDP
12/31/1990,WBEGHKG Index,117.27,Hong Kong,World Bank Export Good/Service % of GDP
12/31/2010,WBEGHKG Index,205.32,Hong Kong,World Bank Export Good/Service % of GDP
12/31/2006,WBEGHKG Index,185.19,Hong Kong,World Bank Export Good/Service % of GDP
12/31/1984,WBEGHKG Index,103.96,Hong Kong,World Bank Export Good/Service % of GDP
12/31/1970,WBEGHKG Index,93.19,Hong Kong,World Bank Export Good/Service % of GDP
12/31/1995,WBEGHKG Index,126.21,Hong Kong,World Bank Export Good/Service % of GDP
12/31/1980,WBEGHKG Index,88.75,Hong Kong,World Bank Export Good/Service % of GDP
12/31/1977,WBEGHKG Index,83.36,Hong Kong,World Bank Export Good/Service % of GDP
12/31/1983,WBEGHKG Index,94.07,Hong Kong,World Bank Export Good/Service % of GDP
12/31/2000,WBEGHKG Index,126.03,Hong Kong,World Bank Export Good/Service % of GDP
12/31/1969,WBEGHKG Index,94.97,Hong Kong,World Bank Export Good/Service % of GDP
12/31/1986,WBEGHKG Index,104.71,Hong Kong,World Bank Export Good/Service % of GDP
12/31/1996,WBEGHKG Index,121.68,Hong Kong,World Bank Export Good/Service % of GDP
12/31/1982,WBEGHKG Index,84.87,Hong Kong,World Bank Export Good/Service % of GDP
12/31/1975,WBEGHKG Index,83.4,Hong Kong,World Bank Export Good/Service % of GDP
12/31/2016,WBEGHKG Index,187.01,Hong Kong,World Bank Export Good/Service % of GDP
12/31/2002,WBEGHKG Index,132.08,Hong Kong,World Bank Export Good/Service % of GDP
12/31/1993,WBEGHKG Index,120.36,Hong Kong,World Bank Export Good/Service % of GDP
12/31/1998,WBEGHKG Index,110.83,Hong Kong,World Bank Export Good/Service % of GDP
12/31/1976,WBEGHKG Index,89.44,Hong Kong,World Bank Export Good/Service % of GDP
12/31/2009,WBEGHKG Index,178.14,Hong Kong,World Bank Export Good/Service % of GDP
12/31/2013,WBEGHKG Index,221.61,Hong Kong,World Bank Export Good/Service % of GDP
12/31/1972,WBEGHKG Index,84.39,Hong Kong,World Bank Export Good/Service % of GDP
12/31/2015,WBEGHKG Index,195.9,Hong Kong,World Bank Export Good/Service % of GDP
12/31/2001,WBEGHKG Index,122.77,Hong Kong,World Bank Export Good/Service % of GDP
12/31/2018,WBEGHKG Index,188.28,Hong Kong,World Bank Export Good/Service % of GDP
12/31/1979,WBEGHKG Index,89.63,Hong Kong,World Bank Export Good/Service % of GDP
12/31/2012,WBEGHKG Index,215.85,Hong Kong,World Bank Export Good/Service % of GDP
12/31/1997,WBEGHKG Index,115.04,Hong Kong,World Bank Export Good/Service % of GDP
12/31/2007,WBEGHKG Index,186.41,Hong Kong,World Bank Export Good/Service % of GDP
12/31/1992,WBEGHKG Index,122.67,Hong Kong,World Bank Export Good/Service % of GDP
12/31/1971,WBEGHKG Index,89.36,Hong Kong,World Bank Export Good/Service % of GDP
12/31/1988,WBEGHKG Index,120.13,Hong Kong,World Bank Export Good/Service % of GDP
12/31/2017,WBEGHKG Index,188.74,Hong Kong,World Bank Export Good/Service % of GDP
12/31/2008,WBEGHKG Index,193.42,Hong Kong,World Bank Export Good/Service % of GDP
12/31/2004,WBEGHKG Index,167.78,Hong Kong,World Bank Export Good/Service % of GDP
12/31/1973,WBEGHKG Index,85.42,Hong Kong,World Bank Export Good/Service % of GDP
12/31/1987,WBEGHKG Index,112.77,Hong Kong,World Bank Export Good/Service % of GDP
12/31/2014,WBEGHKG Index,213.09,Hong Kong,World Bank Export Good/Service % of GDP
12/31/2011,WBEGHKG Index,212.85,Hong Kong,World Bank Export Good/Service % of GDP
12/31/1985,WBEGHKG Index,103.92,Hong Kong,World Bank Export Good/Service % of GDP
12/31/1978,WBEGHKG Index,85.58,Hong Kong,World Bank Export Good/Service % of GDP
12/31/2003,WBEGHKG Index,150.78,Hong Kong,World Bank Export Good/Service % of GDP
12/31/1989,WBEGHKG Index,118.33,Hong Kong,World Bank Export Good/Service % of GDP
12/31/1974,WBEGHKG Index,86.63,Hong Kong,World Bank Export Good/Service % of GDP
12/31/1999,WBEGHKG Index,112.72,Hong Kong,World Bank Export Good/Service % of GDP
12/31/1981,WBEGISR Index,35.96,Israel,World Bank Export Good/Service % of GDP
12/31/1991,WBEGISR Index,25.48,Israel,World Bank Export Good/Service % of GDP
12/31/1994,WBEGISR Index,27.74,Israel,World Bank Export Good/Service % of GDP
12/31/2005,WBEGISR Index,40.77,Israel,World Bank Export Good/Service % of GDP
12/31/1990,WBEGISR Index,29.7,Israel,World Bank Export Good/Service % of GDP
12/31/2010,WBEGISR Index,34.72,Israel,World Bank Export Good/Service % of GDP
12/31/2006,WBEGISR Index,40.78,Israel,World Bank Export Good/Service % of GDP
12/31/1984,WBEGISR Index,33.02,Israel,World Bank Export Good/Service % of GDP
12/31/1970,WBEGISR Index,21.73,Israel,World Bank Export Good/Service % of GDP
12/31/1995,WBEGISR Index,27.47,Israel,World Bank Export Good/Service % of GDP
12/31/1980,WBEGISR Index,37.13,Israel,World Bank Export Good/Service % of GDP
12/31/1977,WBEGISR Index,32.09,Israel,World Bank Export Good/Service % of GDP
12/31/1983,WBEGISR Index,28.47,Israel,World Bank Export Good/Service % of GDP
12/31/2000,WBEGISR Index,35.57,Israel,World Bank Export Good/Service % of GDP
12/31/1969,WBEGISR Index,29.16,Israel,World Bank Export Good/Service % of GDP
12/31/1986,WBEGISR Index,32.78,Israel,World Bank Export Good/Service % of GDP
12/31/1996,WBEGISR Index,27.05,Israel,World Bank Export Good/Service % of GDP
12/31/1982,WBEGISR Index,31.01,Israel,World Bank Export Good/Service % of GDP
12/31/1975,WBEGISR Index,24.04,Israel,World Bank Export Good/Service % of GDP
12/31/2016,WBEGISR Index,29.69,Israel,World Bank Export Good/Service % of GDP
12/31/2002,WBEGISR Index,32.89,Israel,World Bank Export Good/Service % of GDP
12/31/1993,WBEGISR Index,27.74,Israel,World Bank Export Good/Service % of GDP
12/31/1998,WBEGISR Index,28.59,Israel,World Bank Export Good/Service % of GDP
12/31/1976,WBEGISR Index,27.67,Israel,World Bank Export Good/Service % of GDP
12/31/2009,WBEGISR Index,33.19,Israel,World Bank Export Good/Service % of GDP
12/31/2013,WBEGISR Index,33.67,Israel,World Bank Export Good/Service % of GDP
12/31/1972,WBEGISR Index,24.4,Israel,World Bank Export Good/Service % of GDP
12/31/2015,WBEGISR Index,31.21,Israel,World Bank Export Good/Service % of GDP
12/31/2001,WBEGISR Index,31.3,Israel,World Bank Export Good/Service % of GDP
12/31/2018,WBEGISR Index,29.45,Israel,World Bank Export Good/Service % of GDP
12/31/1979,WBEGISR Index,35.38,Israel,World Bank Export Good/Service % of GDP
12/31/2012,WBEGISR Index,35.95,Israel,World Bank Export Good/Service % of GDP
12/31/1997,WBEGISR Index,27.89,Israel,World Bank Export Good/Service % of GDP
12/31/2007,WBEGISR Index,40.46,Israel,World Bank Export Good/Service % of GDP
12/31/1992,WBEGISR Index,26.02,Israel,World Bank Export Good/Service % of GDP
12/31/1971,WBEGISR Index,23.79,Israel,World Bank Export Good/Service % of GDP
12/31/1988,WBEGISR Index,29.19,Israel,World Bank Export Good/Service % of GDP
12/31/2017,WBEGISR Index,28.68,Israel,World Bank Export Good/Service % of GDP
12/31/2008,WBEGISR Index,38.47,Israel,World Bank Export Good/Service % of GDP
12/31/2004,WBEGISR Index,39.12,Israel,World Bank Export Good/Service % of GDP
12/31/1973,WBEGISR Index,23.61,Israel,World Bank Export Good/Service % of GDP
12/31/1987,WBEGISR Index,32.36,Israel,World Bank Export Good/Service % of GDP
12/31/2014,WBEGISR Index,32.16,Israel,World Bank Export Good/Service % of GDP
12/31/2011,WBEGISR Index,35.33,Israel,World Bank Export Good/Service % of GDP
12/31/1985,WBEGISR Index,37.08,Israel,World Bank Export Good/Service % of GDP
12/31/1978,WBEGISR Index,38.33,Israel,World Bank Export Good/Service % of GDP
12/31/2003,WBEGISR Index,34.63,Israel,World Bank Export Good/Service % of GDP
12/31/1989,WBEGISR Index,31.38,Israel,World Bank Export Good/Service % of GDP
12/31/1974,WBEGISR Index,22.83,Israel,World Bank Export Good/Service % of GDP
12/31/1999,WBEGISR Index,32.64,Israel,World Bank Export Good/Service % of GDP
12/31/2012,EHUPCN Index,4.1,China,Unemployment Rate (%)
12/31/2013,EHUPCN Index,4.05,China,Unemployment Rate (%)
12/31/2008,EHUPCN Index,4.2,China,Unemployment Rate (%)
12/31/2009,EHUPCN Index,4.3,China,Unemployment Rate (%)
12/31/2019,EHUPCN Index,3.61,China,Unemployment Rate (%)
12/31/2004,EHUPCN Index,4.2,China,Unemployment Rate (%)
12/31/2005,EHUPCN Index,4.2,China,Unemployment Rate (%)
12/31/2015,EHUPCN Index,4.05,China,Unemployment Rate (%)
12/31/2018,EHUPCN Index,3.8,China,Unemployment Rate (%)
12/31/2011,EHUPCN Index,4.1,China,Unemployment Rate (%)
12/31/2014,EHUPCN Index,4.09,China,Unemployment Rate (%)
12/31/2007,EHUPCN Index,4,China,Unemployment Rate (%)
12/31/2010,EHUPCN Index,4.1,China,Unemployment Rate (%)
12/31/2003,EHUPCN Index,4.3,China,Unemployment Rate (%)
12/31/2006,EHUPCN Index,4.1,China,Unemployment Rate (%)
12/31/2016,EHUPCN Index,4.02,China,Unemployment Rate (%)
12/31/2017,EHUPCN Index,3.9,China,Unemployment Rate (%)
12/31/2002,EHUPCN Index,4,China,Unemployment Rate (%)
12/31/2005,WBNGGBR Index,1,United Kingdom,World Bank Bank NonPerforming Loans to Total Gross Loans %
12/31/2010,WBNGGBR Index,4,United Kingdom,World Bank Bank NonPerforming Loans to Total Gross Loans %
12/31/2006,WBNGGBR Index,0.9,United Kingdom,World Bank Bank NonPerforming Loans to Total Gross Loans %
12/31/2013,WBNGGBR Index,3.1,United Kingdom,World Bank Bank NonPerforming Loans to Total Gross Loans %
12/31/2000,WBNGGBR Index,2.5,United Kingdom,World Bank Bank NonPerforming Loans to Total Gross Loans %
12/31/2016,WBNGGBR Index,0.9,United Kingdom,World Bank Bank NonPerforming Loans to Total Gross Loans %
12/31/2002,WBNGGBR Index,2.6,United Kingdom,World Bank Bank NonPerforming Loans to Total Gross Loans %
12/31/2012,WBNGGBR Index,3.6,United Kingdom,World Bank Bank NonPerforming Loans to Total Gross Loans %
12/31/1998,WBNGGBR Index,3.2,United Kingdom,World Bank Bank NonPerforming Loans to Total Gross Loans %
12/31/2009,WBNGGBR Index,3.5,United Kingdom,World Bank Bank NonPerforming Loans to Total Gross Loans %
12/31/2015,WBNGGBR Index,1,United Kingdom,World Bank Bank NonPerforming Loans to Total Gross Loans %
12/31/2001,WBNGGBR Index,2.6,United Kingdom,World Bank Bank NonPerforming Loans to Total Gross Loans %
12/31/2018,WBNGGBR Index,1.1,United Kingdom,World Bank Bank NonPerforming Loans to Total Gross Loans %
12/31/1997,WBNGGBR Index,2.9,United Kingdom,World Bank Bank NonPerforming Loans to Total Gross Loans %
12/31/2014,WBNGGBR Index,1.7,United Kingdom,World Bank Bank NonPerforming Loans to Total Gross Loans %
12/31/2007,WBNGGBR Index,0.9,United Kingdom,World Bank Bank NonPerforming Loans to Total Gross Loans %
12/31/2017,WBNGGBR Index,0.7,United Kingdom,World Bank Bank NonPerforming Loans to Total Gross Loans %
12/31/2008,WBNGGBR Index,1.6,United Kingdom,World Bank Bank NonPerforming Loans to Total Gross Loans %
12/31/2004,WBNGGBR Index,1.9,United Kingdom,World Bank Bank NonPerforming Loans to Total Gross Loans %
12/31/2011,WBNGGBR Index,4,United Kingdom,World Bank Bank NonPerforming Loans to Total Gross Loans %
12/31/2003,WBNGGBR Index,2.5,United Kingdom,World Bank Bank NonPerforming Loans to Total Gross Loans %
12/31/1999,WBNGGBR Index,3,United Kingdom,World Bank Bank NonPerforming Loans to Total Gross Loans %
12/31/1981,WBEGSGP Index,198.18,Singapore,World Bank Export Good/Service % of GDP
12/31/1991,WBEGSGP Index,168.55,Singapore,World Bank Export Good/Service % of GDP
12/31/1994,WBEGSGP Index,166.19,Singapore,World Bank Export Good/Service % of GDP
12/31/2005,WBEGSGP Index,225.16,Singapore,World Bank Export Good/Service % of GDP
12/31/1990,WBEGSGP Index,177.19,Singapore,World Bank Export Good/Service % of GDP
12/31/2010,WBEGSGP Index,198,Singapore,World Bank Export Good/Service % of GDP
12/31/2006,WBEGSGP Index,228.04,Singapore,World Bank Export Good/Service % of GDP
12/31/1984,WBEGSGP Index,156.46,Singapore,World Bank Export Good/Service % of GDP
12/31/1970,WBEGSGP Index,126.03,Singapore,World Bank Export Good/Service % of GDP
12/31/1995,WBEGSGP Index,181.12,Singapore,World Bank Export Good/Service % of GDP
12/31/1980,WBEGSGP Index,202.01,Singapore,World Bank Export Good/Service % of GDP
12/31/1977,WBEGSGP Index,162.76,Singapore,World Bank Export Good/Service % of GDP
12/31/1983,WBEGSGP Index,166.87,Singapore,World Bank Export Good/Service % of GDP
12/31/2000,WBEGSGP Index,188.35,Singapore,World Bank Export Good/Service % of GDP
12/31/1969,WBEGSGP Index,132.13,Singapore,World Bank Export Good/Service % of GDP
