date,ticker,value,country,desc
12/31/1970,BPCGAUT Index,44.8108,Austria,World Bank Domestic Private Sector Credit to GDP
12/31/1995,BPCGAUT Index,91.9334,Austria,World Bank Domestic Private Sector Credit to GDP
12/31/1980,BPCGAUT Index,71.2172,Austria,World Bank Domestic Private Sector Credit to GDP
12/31/1977,BPCGAUT Index,60.0264,Austria,World Bank Domestic Private Sector Credit to GDP
12/31/1983,BPCGAUT Index,74.2664,Austria,World Bank Domestic Private Sector Credit to GDP
12/31/2000,BPCGAUT Index,100.3475,Austria,World Bank Domestic Private Sector Credit to GDP
12/31/1969,BPCGAUT Index,44.2726,Austria,World Bank Domestic Private Sector Credit to GDP
12/31/1986,BPCGAUT Index,76.3312,Austria,World Bank Domestic Private Sector Credit to GDP
12/31/1996,BPCGAUT Index,94.8424,Austria,World Bank Domestic Private Sector Credit to GDP
12/31/1982,BPCGAUT Index,73.8735,Austria,World Bank Domestic Private Sector Credit to GDP
12/31/1975,BPCGAUT Index,51.8399,Austria,World Bank Domestic Private Sector Credit to GDP
12/31/2016,BPCGAUT Index,83.2461,Austria,World Bank Domestic Private Sector Credit to GDP
12/31/2002,BPCGAUT Index,88.5215,Austria,World Bank Domestic Private Sector Credit to GDP
12/31/1993,BPCGAUT Index,91.3758,Austria,World Bank Domestic Private Sector Credit to GDP
12/31/1976,BPCGAUT Index,57.2918,Austria,World Bank Domestic Private Sector Credit to GDP
12/31/2009,BPCGAUT Index,97.7396,Austria,World Bank Domestic Private Sector Credit to GDP
12/31/2013,BPCGAUT Index,92.5578,Austria,World Bank Domestic Private Sector Credit to GDP
12/31/1972,BPCGAUT Index,50.0851,Austria,World Bank Domestic Private Sector Credit to GDP
12/31/2015,BPCGAUT Index,85.8912,Austria,World Bank Domestic Private Sector Credit to GDP
12/31/2001,BPCGAUT Index,89.7134,Austria,World Bank Domestic Private Sector Credit to GDP
12/31/2018,BPCGAUT Index,84.2131,Austria,World Bank Domestic Private Sector Credit to GDP
12/31/1979,BPCGAUT Index,68.89,Austria,World Bank Domestic Private Sector Credit to GDP
12/31/2012,BPCGAUT Index,94.2238,Austria,World Bank Domestic Private Sector Credit to GDP
12/31/1997,BPCGAUT Index,100.1829,Austria,World Bank Domestic Private Sector Credit to GDP
12/31/2007,BPCGAUT Index,92.9199,Austria,World Bank Domestic Private Sector Credit to GDP
12/31/1992,BPCGAUT Index,90.4524,Austria,World Bank Domestic Private Sector Credit to GDP
12/31/1971,BPCGAUT Index,47.4311,Austria,World Bank Domestic Private Sector Credit to GDP
12/31/1988,BPCGAUT Index,82.2876,Austria,World Bank Domestic Private Sector Credit to GDP
12/31/2017,BPCGAUT Index,83.934,Austria,World Bank Domestic Private Sector Credit to GDP
12/31/2008,BPCGAUT Index,95.813,Austria,World Bank Domestic Private Sector Credit to GDP
12/31/2004,BPCGAUT Index,87.7658,Austria,World Bank Domestic Private Sector Credit to GDP
12/31/1973,BPCGAUT Index,49.0171,Austria,World Bank Domestic Private Sector Credit to GDP
12/31/1987,BPCGAUT Index,78.641,Austria,World Bank Domestic Private Sector Credit to GDP
12/31/2014,BPCGAUT Index,87.5556,Austria,World Bank Domestic Private Sector Credit to GDP
12/31/2011,BPCGAUT Index,96.0611,Austria,World Bank Domestic Private Sector Credit to GDP
12/31/1985,BPCGAUT Index,80.437,Austria,World Bank Domestic Private Sector Credit to GDP
12/31/1978,BPCGAUT Index,64.221,Austria,World Bank Domestic Private Sector Credit to GDP
12/31/2003,BPCGAUT Index,87.8064,Austria,World Bank Domestic Private Sector Credit to GDP
12/31/1989,BPCGAUT Index,85.7093,Austria,World Bank Domestic Private Sector Credit to GDP
12/31/1974,BPCGAUT Index,49.7839,Austria,World Bank Domestic Private Sector Credit to GDP
12/31/1999,BPCGAUT Index,97.3147,Austria,World Bank Domestic Private Sector Credit to GDP
12/31/1991,WBBGPHIL Index,-1.5,Philippines,World Bank Budget Balance % of GDP
12/31/2004,WBBGPHIL Index,-4.05,Philippines,World Bank Budget Balance % of GDP
12/31/2005,WBBGPHIL Index,-2.97,Philippines,World Bank Budget Balance % of GDP
12/31/1990,WBBGPHIL Index,-2.81,Philippines,World Bank Budget Balance % of GDP
12/31/2000,WBBGPHIL Index,-3.91,Philippines,World Bank Budget Balance % of GDP
12/31/1992,WBBGPHIL Index,-1.7,Philippines,World Bank Budget Balance % of GDP
12/31/1993,WBBGPHIL Index,-0.81,Philippines,World Bank Budget Balance % of GDP
12/31/2003,WBBGPHIL Index,-4.75,Philippines,World Bank Budget Balance % of GDP
12/31/1981,FDNOISL Index,0,Iceland,World Bank Foreign Direct Investment Net Outflows % of GDP
12/31/1991,FDNOISL Index,-0.12,Iceland,World Bank Foreign Direct Investment Net Outflows % of GDP
12/31/1994,FDNOISL Index,0.42,Iceland,World Bank Foreign Direct Investment Net Outflows % of GDP
12/31/2005,FDNOISL Index,42.05,Iceland,World Bank Foreign Direct Investment Net Outflows % of GDP
12/31/1990,FDNOISL Index,-0.24,Iceland,World Bank Foreign Direct Investment Net Outflows % of GDP
12/31/2010,FDNOISL Index,-18.21,Iceland,World Bank Foreign Direct Investment Net Outflows % of GDP
12/31/2006,FDNOISL Index,32.24,Iceland,World Bank Foreign Direct Investment Net Outflows % of GDP
12/31/1984,FDNOISL Index,0,Iceland,World Bank Foreign Direct Investment Net Outflows % of GDP
12/31/1995,FDNOISL Index,0.35,Iceland,World Bank Foreign Direct Investment Net Outflows % of GDP
12/31/1980,FDNOISL Index,0,Iceland,World Bank Foreign Direct Investment Net Outflows % of GDP
12/31/2013,FDNOISL Index,3.29,Iceland,World Bank Foreign Direct Investment Net Outflows % of GDP
12/31/1977,FDNOISL Index,0,Iceland,World Bank Foreign Direct Investment Net Outflows % of GDP
12/31/1987,FDNOISL Index,0.01,Iceland,World Bank Foreign Direct Investment Net Outflows % of GDP
12/31/1983,FDNOISL Index,0,Iceland,World Bank Foreign Direct Investment Net Outflows % of GDP
12/31/2000,FDNOISL Index,4.16,Iceland,World Bank Foreign Direct Investment Net Outflows % of GDP
12/31/1986,FDNOISL Index,0.05,Iceland,World Bank Foreign Direct Investment Net Outflows % of GDP
12/31/1996,FDNOISL Index,0.86,Iceland,World Bank Foreign Direct Investment Net Outflows % of GDP
12/31/1982,FDNOISL Index,0,Iceland,World Bank Foreign Direct Investment Net Outflows % of GDP
12/31/2016,FDNOISL Index,-8.74,Iceland,World Bank Foreign Direct Investment Net Outflows % of GDP
12/31/1985,FDNOISL Index,0,Iceland,World Bank Foreign Direct Investment Net Outflows % of GDP
12/31/2002,FDNOISL Index,3.68,Iceland,World Bank Foreign Direct Investment Net Outflows % of GDP
12/31/2012,FDNOISL Index,-21.77,Iceland,World Bank Foreign Direct Investment Net Outflows % of GDP
12/31/1998,FDNOISL Index,0.89,Iceland,World Bank Foreign Direct Investment Net Outflows % of GDP
12/31/1976,FDNOISL Index,0,Iceland,World Bank Foreign Direct Investment Net Outflows % of GDP
12/31/2009,FDNOISL Index,17.26,Iceland,World Bank Foreign Direct Investment Net Outflows % of GDP
12/31/2015,FDNOISL Index,2.6,Iceland,World Bank Foreign Direct Investment Net Outflows % of GDP
12/31/2001,FDNOISL Index,4.05,Iceland,World Bank Foreign Direct Investment Net Outflows % of GDP
12/31/2018,FDNOISL Index,0.02,Iceland,World Bank Foreign Direct Investment Net Outflows % of GDP
12/31/1979,FDNOISL Index,0,Iceland,World Bank Foreign Direct Investment Net Outflows % of GDP
12/31/1997,FDNOISL Index,0.74,Iceland,World Bank Foreign Direct Investment Net Outflows % of GDP
12/31/2014,FDNOISL Index,0.12,Iceland,World Bank Foreign Direct Investment Net Outflows % of GDP
12/31/2007,FDNOISL Index,47.49,Iceland,World Bank Foreign Direct Investment Net Outflows % of GDP
12/31/1992,FDNOISL Index,0.4,Iceland,World Bank Foreign Direct Investment Net Outflows % of GDP
12/31/1988,FDNOISL Index,0.02,Iceland,World Bank Foreign Direct Investment Net Outflows % of GDP
12/31/2017,FDNOISL Index,-29.25,Iceland,World Bank Foreign Direct Investment Net Outflows % of GDP
12/31/2008,FDNOISL Index,-21.11,Iceland,World Bank Foreign Direct Investment Net Outflows % of GDP
12/31/2004,FDNOISL Index,18.66,Iceland,World Bank Foreign Direct Investment Net Outflows % of GDP
12/31/2011,FDNOISL Index,0.16,Iceland,World Bank Foreign Direct Investment Net Outflows % of GDP
12/31/1993,FDNOISL Index,0.23,Iceland,World Bank Foreign Direct Investment Net Outflows % of GDP
12/31/1978,FDNOISL Index,0,Iceland,World Bank Foreign Direct Investment Net Outflows % of GDP
12/31/2003,FDNOISL Index,3.36,Iceland,World Bank Foreign Direct Investment Net Outflows % of GDP
12/31/1989,FDNOISL Index,0.14,Iceland,World Bank Foreign Direct Investment Net Outflows % of GDP
12/31/1999,FDNOISL Index,1.39,Iceland,World Bank Foreign Direct Investment Net Outflows % of GDP
